user_id,n_ratings,mean_rating,user_idx,region
176,68,3.8823529411764706,175,APAC
177,100,3.73,176,AMER
178,173,3.838150289017341,177,EMEA
179,138,3.4130434782608696,178,APAC
180,111,3.5585585585585586,179,AMER
181,107,3.3738317757009346,180,EMEA
182,106,4.1415094339622645,181,APAC
183,110,3.6,182,AMER
184,97,4.185567010309279,183,EMEA
185,103,4.038834951456311,184,APAC
186,116,3.663793103448276,185,AMER
187,97,4.216494845360825,186,EMEA
188,113,3.1946902654867255,187,APAC
189,89,4.123595505617978,188,AMER
190,89,4.224719101123595,189,EMEA
191,91,3.956043956043956,190,APAC
192,111,4.333333333333333,191,AMER
193,125,3.504,192,EMEA
194,119,4.0,193,APAC
195,126,2.9365079365079363,194,AMER
196,113,3.8849557522123894,195,EMEA
197,57,3.9298245614035086,196,APAC
198,80,3.6,197,AMER
199,109,3.5779816513761467,198,EMEA
200,105,3.961904761904762,199,APAC
201,90,3.966666666666667,200,AMER
202,164,3.926829268292683,201,EMEA
203,120,3.325,202,APAC
204,124,3.8306451612903225,203,AMER
205,104,3.6634615384615383,204,EMEA
206,118,4.296610169491525,205,APAC
207,145,3.393103448275862,206,AMER
208,122,3.2131147540983607,207,EMEA
209,147,3.7142857142857144,208,APAC
210,71,4.422535211267606,209,AMER
211,102,4.029411764705882,210,EMEA
212,98,3.693877551020408,211,APAC
213,138,3.3405797101449277,212,AMER
214,82,3.8292682926829267,213,EMEA
215,159,3.6792452830188678,214,APAC
216,92,3.4239130434782608,215,AMER
217,130,3.9,216,EMEA
218,140,3.8142857142857145,217,APAC
219,121,3.9008264462809916,218,AMER
220,134,3.3955223880597014,219,EMEA
221,109,3.541284403669725,220,APAC
222,119,3.53781512605042,221,AMER
223,117,3.905982905982906,222,EMEA
224,123,4.065040650406504,223,APAC
225,78,4.230769230769231,224,AMER
226,131,3.6564885496183206,225,EMEA
227,84,3.9761904761904763,226,APAC
228,127,3.9133858267716537,227,AMER
229,126,3.6984126984126986,228,EMEA
230,163,3.6993865030674846,229,APAC
231,97,3.216494845360825,230,AMER
232,132,3.909090909090909,231,EMEA
233,143,3.5594405594405596,232,APAC
234,112,3.75,233,AMER
235,106,2.811320754716981,234,EMEA
236,101,4.247524752475248,235,APAC
237,121,3.7851239669421486,236,AMER
238,55,3.672727272727273,237,EMEA
239,112,3.8482142857142856,238,APAC
240,85,4.4,239,AMER
241,96,3.6666666666666665,240,EMEA
242,123,3.7154471544715446,241,APAC
243,114,3.219298245614035,242,AMER
244,151,3.23841059602649,243,EMEA
245,106,3.7452830188679247,244,APAC
246,128,3.4140625,245,AMER
247,158,3.8734177215189876,246,EMEA
248,152,3.8552631578947367,247,APAC
249,103,3.9611650485436893,248,AMER
250,104,4.211538461538462,249,EMEA
251,141,4.326241134751773,250,APAC
252,127,3.5196850393700787,251,AMER
253,122,3.680327868852459,252,EMEA
254,114,3.4035087719298245,253,APAC
255,94,4.074468085106383,254,AMER
256,161,3.658385093167702,255,EMEA
257,95,3.4842105263157896,256,APAC
258,115,3.965217391304348,257,AMER
259,105,4.123809523809523,258,EMEA
260,45,3.7111111111111112,259,APAC
261,105,3.5238095238095237,260,AMER
262,123,3.707317073170732,261,EMEA
263,126,4.150793650793651,262,APAC
264,95,3.663157894736842,263,AMER
265,102,3.588235294117647,264,EMEA
266,111,3.6486486486486487,265,APAC
267,111,3.5675675675675675,266,AMER
268,122,4.647540983606557,267,EMEA
269,104,3.6826923076923075,268,APAC
270,102,3.656862745098039,269,AMER
271,93,3.89247311827957,270,EMEA
272,134,3.925373134328358,271,APAC
273,81,4.1234567901234565,272,AMER
274,176,4.6875,273,EMEA
275,125,3.952,274,APAC
276,129,3.5348837209302326,275,AMER
277,121,3.8677685950413223,276,EMEA
278,106,3.6320754716981134,277,APAC
279,118,3.7966101694915255,278,AMER
280,130,3.5615384615384613,279,EMEA
281,98,3.9693877551020407,280,APAC
282,150,3.7466666666666666,281,AMER
283,112,3.607142857142857,282,EMEA
284,141,4.028368794326241,283,APAC
285,98,3.7346938775510203,284,AMER
286,110,3.1,285,EMEA
287,100,4.55,286,APAC
288,101,3.712871287128713,287,AMER
289,134,4.753731343283582,288,EMEA
290,137,4.160583941605839,289,APAC
291,127,3.47244094488189,290,AMER
292,93,3.4086021505376345,291,EMEA
293,97,3.463917525773196,292,APAC
294,124,3.653225806451613,293,AMER
295,112,3.4375,294,EMEA
296,104,3.4134615384615383,295,APAC
297,84,3.9047619047619047,296,AMER
298,104,4.0,297,EMEA
299,83,3.4457831325301207,298,APAC
300,68,3.514705882352941,299,AMER
301,104,3.730769230769231,300,EMEA
302,53,4.490566037735849,301,APAC
303,122,3.959016393442623,302,AMER
304,62,3.370967741935484,303,EMEA
305,90,3.888888888888889,304,APAC
306,143,2.7762237762237763,305,AMER
307,153,3.503267973856209,306,EMEA
308,86,3.3255813953488373,307,APAC
309,102,3.4705882352941178,308,AMER
310,130,4.538461538461538,309,EMEA
311,128,3.046875,310,APAC
312,90,4.4222222222222225,311,AMER
313,97,3.8556701030927836,312,EMEA
314,183,3.5901639344262297,313,APAC
315,125,3.912,314,AMER
316,69,3.971014492753623,315,EMEA
317,97,3.9278350515463916,316,APAC
318,91,3.978021978021978,317,AMER
319,158,3.8797468354430378,318,EMEA
320,131,4.267175572519084,319,APAC
321,159,3.8553459119496853,320,AMER
322,107,3.5514018691588785,321,EMEA
323,135,3.911111111111111,322,APAC
324,151,3.9735099337748343,323,AMER
325,132,3.6893939393939394,324,EMEA
326,107,3.9158878504672896,325,APAC
327,101,3.772277227722772,326,AMER
328,101,3.6732673267326734,327,EMEA
329,136,3.7941176470588234,328,APAC
330,87,3.6206896551724137,329,AMER
331,94,3.606382978723404,330,EMEA
332,122,3.4672131147540983,331,APAC
333,75,4.306666666666667,332,AMER
334,104,2.8461538461538463,333,EMEA
335,141,3.602836879432624,334,APAC
336,129,4.488372093023256,335,AMER
337,90,4.033333333333333,336,EMEA
338,155,3.8774193548387097,337,APAC
339,92,3.9565217391304346,338,AMER
340,93,3.193548387096774,339,EMEA
341,159,3.7044025157232703,340,APAC
342,142,3.6971830985915495,341,AMER
343,165,4.024242424242424,342,EMEA
344,100,4.17,343,APAC
345,150,3.42,344,AMER
346,143,3.6923076923076925,345,EMEA
347,92,3.3152173913043477,346,APAC
348,93,3.6666666666666665,347,AMER
349,148,3.8716216216216215,348,EMEA
350,92,3.489130434782609,349,APAC
351,122,3.721311475409836,350,AMER
352,141,3.893617021276596,351,EMEA
353,97,4.195876288659794,352,APAC
354,51,3.392156862745098,353,AMER
355,62,3.8225806451612905,354,EMEA
356,131,4.099236641221374,355,APAC
357,101,4.148514851485149,356,AMER
358,131,3.900763358778626,357,EMEA
359,97,3.5670103092783507,358,APAC
360,137,3.0875912408759123,359,AMER
361,123,3.6260162601626016,360,EMEA
362,149,3.4630872483221475,361,APAC
363,163,2.9754601226993866,362,AMER
364,75,3.0533333333333332,363,EMEA
365,123,4.390243902439025,364,APAC
366,145,3.3379310344827586,365,AMER
367,118,3.7203389830508473,366,EMEA
368,178,3.1235955056179776,367,APAC
369,71,4.112676056338028,368,AMER
370,128,3.9375,369,EMEA
371,107,3.5514018691588785,370,APAC
372,129,3.372093023255814,371,AMER
373,92,4.217391304347826,372,EMEA
374,114,3.289473684210526,373,APAC
375,126,3.761904761904762,374,AMER
376,144,3.8472222222222223,375,EMEA
377,145,4.062068965517241,376,APAC
378,119,3.7058823529411766,377,AMER
379,108,3.990740740740741,378,EMEA
380,82,3.2804878048780486,379,APAC
381,162,4.172839506172839,380,AMER
382,80,3.75,381,EMEA
383,117,4.102564102564102,382,APAC
384,113,4.035398230088496,383,AMER
385,124,3.8951612903225805,384,EMEA
386,59,3.457627118644068,385,APAC
387,148,3.2635135135135136,386,AMER
388,107,3.6728971962616823,387,EMEA
389,138,4.253623188405797,388,APAC
390,108,3.574074074074074,389,AMER
391,86,4.116279069767442,390,EMEA
392,110,3.9454545454545453,391,APAC
393,130,3.9076923076923076,392,AMER
394,120,3.65,393,EMEA
395,132,3.6136363636363638,394,APAC
396,134,3.2313432835820897,395,AMER
397,103,4.009708737864078,396,EMEA
398,129,3.9844961240310077,397,APAC
399,103,3.7475728155339807,398,AMER
400,139,3.58273381294964,399,EMEA
401,85,3.8588235294117648,400,APAC
402,122,4.147540983606557,401,AMER
403,139,4.0503597122302155,402,EMEA
404,93,4.096774193548387,403,APAC
405,118,3.4152542372881354,404,AMER
406,106,3.556603773584906,405,EMEA
407,158,3.050632911392405,406,APAC
408,91,4.3076923076923075,407,AMER
409,133,3.2857142857142856,408,EMEA
410,98,3.489795918367347,409,APAC
411,65,3.6,410,AMER
412,123,4.0894308943089435,411,EMEA
413,124,3.564516129032258,412,APAC
414,106,3.5283018867924527,413,AMER
415,87,3.471264367816092,414,EMEA
416,129,3.3488372093023258,415,APAC
417,114,4.114035087719298,416,AMER
418,50,3.6,417,EMEA
419,120,3.8583333333333334,418,APAC
420,138,2.9130434782608696,419,AMER
421,128,3.90625,420,EMEA
422,129,4.046511627906977,421,APAC
423,92,3.5652173913043477,422,AMER
424,160,3.175,423,EMEA
425,153,4.03921568627451,424,APAC
426,137,3.605839416058394,425,AMER
427,111,3.6576576576576576,426,EMEA
428,93,3.978494623655914,427,APAC
429,124,3.3306451612903225,428,AMER
430,159,3.981132075471698,429,EMEA
431,124,3.5161290322580645,430,APAC
432,121,3.4214876033057853,431,AMER
433,86,3.941860465116279,432,EMEA
434,109,3.770642201834862,433,APAC
435,87,3.735632183908046,434,AMER
436,100,3.26,435,EMEA
437,101,3.128712871287129,436,APAC
438,90,3.4444444444444446,437,AMER
439,181,3.292817679558011,438,EMEA
440,131,3.282442748091603,439,APAC
441,133,3.9398496240601504,440,AMER
442,81,3.506172839506173,441,EMEA
443,139,3.7553956834532376,442,APAC
444,92,3.2717391304347827,443,AMER
445,110,3.7363636363636363,444,EMEA
446,164,4.134146341463414,445,APAC
447,145,3.9310344827586206,446,AMER
448,107,3.663551401869159,447,EMEA
449,77,4.142857142857143,448,APAC
450,118,3.4152542372881354,449,AMER
451,129,4.155038759689923,450,EMEA
452,145,3.7517241379310344,451,APAC
453,118,3.76271186440678,452,AMER
454,138,4.0144927536231885,453,EMEA
455,111,4.378378378378378,454,APAC
456,128,3.140625,455,AMER
457,106,4.2924528301886795,456,EMEA
458,121,3.4049586776859506,457,APAC
459,123,3.6747967479674797,458,AMER
460,118,4.406779661016949,459,EMEA
461,155,3.890322580645161,460,APAC
462,131,3.984732824427481,461,AMER
463,142,3.3450704225352115,462,EMEA
464,61,4.327868852459017,463,APAC
465,92,4.130434782608695,464,AMER
466,132,3.992424242424242,465,EMEA
467,134,3.2313432835820897,466,APAC
468,123,3.5121951219512195,467,AMER
469,111,3.72972972972973,468,EMEA
470,102,3.2058823529411766,469,APAC
471,115,3.5652173913043477,470,AMER
472,120,4.116666666666666,471,EMEA
473,112,3.1785714285714284,472,APAC
474,109,3.8807339449541285,473,AMER
475,116,3.7758620689655173,474,EMEA
476,159,4.0062893081761,475,APAC
477,104,4.384615384615385,476,AMER
478,96,4.0,477,EMEA
479,133,4.06015037593985,478,APAC
480,96,3.5729166666666665,479,AMER
481,102,4.254901960784314,480,EMEA
482,85,4.6,481,APAC
483,127,3.84251968503937,482,AMER
484,127,3.748031496062992,483,EMEA
485,115,4.069565217391304,484,APAC
486,73,3.73972602739726,485,AMER
487,136,4.125,486,EMEA
488,133,3.9022556390977443,487,APAC
489,114,3.9035087719298245,488,AMER
490,137,3.5985401459854014,489,EMEA
491,149,3.6375838926174495,490,APAC
492,89,3.191011235955056,491,AMER
493,133,3.9022556390977443,492,EMEA
494,134,3.6044776119402986,493,APAC
495,103,4.29126213592233,494,AMER
496,104,4.4326923076923075,495,EMEA
497,101,3.762376237623762,496,APAC
498,117,4.111111111111111,497,AMER
499,130,3.5153846153846153,498,EMEA
500,106,4.0754716981132075,499,APAC
501,94,3.627659574468085,500,AMER
502,129,3.565891472868217,501,EMEA
503,110,4.209090909090909,502,APAC
504,101,3.8514851485148514,503,AMER
505,114,3.824561403508772,504,EMEA
506,109,3.302752293577982,505,APAC
507,115,3.643478260869565,506,AMER
508,100,4.04,507,EMEA
509,107,3.6542056074766354,508,APAC
510,117,3.3675213675213675,509,AMER
511,95,3.463157894736842,510,EMEA
512,139,3.6906474820143886,511,APAC
513,161,3.900621118012422,512,AMER
514,95,3.431578947368421,513,EMEA
515,68,4.352941176470588,514,APAC
516,114,3.7280701754385963,515,AMER
517,101,4.128712871287129,516,EMEA
518,87,4.310344827586207,517,APAC
519,145,3.2551724137931033,518,AMER
520,131,3.3893129770992365,519,EMEA
521,93,3.89247311827957,520,APAC
522,98,3.642857142857143,521,AMER
523,116,3.439655172413793,522,EMEA
524,106,3.688679245283019,523,APAC
525,85,3.9058823529411764,524,AMER
526,132,3.803030303030303,525,EMEA
527,89,4.359550561797753,526,APAC
528,124,3.8870967741935485,527,AMER
529,137,3.81021897810219,528,EMEA
530,113,3.9292035398230087,529,APAC
531,120,4.266666666666667,530,AMER
532,119,3.907563025210084,531,EMEA
533,98,3.5306122448979593,532,APAC
534,120,3.5166666666666666,533,AMER
535,116,4.405172413793103,534,EMEA
536,125,3.832,535,APAC
537,138,3.63768115942029,536,AMER
538,111,3.315315315315315,537,EMEA
539,93,3.946236559139785,538,APAC
540,135,4.2,539,AMER
541,121,4.190082644628099,540,EMEA
542,125,3.632,541,APAC
543,108,4.333333333333333,542,AMER
544,82,4.048780487804878,543,EMEA
545,82,4.353658536585366,544,APAC
546,114,4.017543859649122,545,AMER
547,127,3.645669291338583,546,EMEA
548,99,3.797979797979798,547,APAC
549,86,4.127906976744186,548,AMER
550,136,3.536764705882353,549,EMEA
551,101,3.405940594059406,550,APAC
552,95,3.9473684210526314,551,AMER
553,121,3.520661157024793,552,EMEA
554,136,3.3455882352941178,553,APAC
555,106,3.7547169811320753,554,AMER
556,97,3.8969072164948453,555,EMEA
557,142,4.330985915492958,556,APAC
558,109,3.8256880733944953,557,AMER
559,145,4.041379310344827,558,EMEA
560,105,3.3904761904761904,559,APAC
561,89,4.224719101123595,560,AMER
562,82,4.073170731707317,561,EMEA
563,86,4.034883720930233,562,APAC
564,132,3.4545454545454546,563,AMER
565,86,3.9069767441860463,564,EMEA
566,126,4.349206349206349,565,APAC
567,143,3.335664335664336,566,AMER
568,146,4.123287671232877,567,EMEA
569,110,3.9727272727272727,568,APAC
570,108,3.925925925925926,569,AMER
571,135,3.696296296296296,570,EMEA
572,95,3.8105263157894735,571,APAC
573,140,3.507142857142857,572,AMER
574,137,3.8686131386861313,573,EMEA
575,156,3.7243589743589745,574,APAC
576,106,4.09433962264151,575,AMER
577,149,3.5167785234899327,576,EMEA
578,141,3.872340425531915,577,APAC
579,99,3.717171717171717,578,AMER
580,87,3.1379310344827585,579,EMEA
581,69,3.463768115942029,580,APAC
582,114,3.745614035087719,581,AMER
583,113,3.752212389380531,582,EMEA
584,107,3.8411214953271027,583,APAC
585,108,3.4166666666666665,584,AMER
586,107,4.252336448598131,585,EMEA
587,93,4.258064516129032,586,APAC
588,186,3.618279569892473,587,AMER
589,169,3.3905325443786984,588,EMEA
590,90,3.1555555555555554,589,APAC
591,151,3.19205298013245,590,AMER
592,127,3.5826771653543306,591,EMEA
593,114,3.412280701754386,592,APAC
594,107,3.532710280373832,593,AMER
595,107,3.616822429906542,594,EMEA
596,96,3.3958333333333335,595,APAC
597,132,4.333333333333333,596,AMER
598,101,4.188118811881188,597,EMEA
599,106,3.7735849056603774,598,APAC
600,112,3.9732142857142856,599,AMER
601,85,3.2941176470588234,600,EMEA
602,140,4.457142857142857,601,APAC
603,106,3.811320754716981,602,AMER
604,88,4.079545454545454,603,EMEA
605,104,3.4903846153846154,604,APAC
606,146,3.8835616438356166,605,AMER
607,108,3.5,606,EMEA
608,114,3.6666666666666665,607,APAC
609,134,3.201492537313433,608,AMER
610,119,3.2184873949579833,609,EMEA
611,132,3.522727272727273,610,APAC
612,128,3.9140625,611,AMER
613,121,4.132231404958677,612,EMEA
614,119,3.319327731092437,613,APAC
615,144,3.951388888888889,614,AMER
616,116,3.543103448275862,615,EMEA
617,112,3.5625,616,APAC
618,139,3.3453237410071943,617,AMER
619,115,3.652173913043478,618,EMEA
620,112,3.830357142857143,619,APAC
621,101,3.0495049504950495,620,AMER
622,82,4.036585365853658,621,EMEA
623,104,4.1923076923076925,622,APAC
624,148,3.3716216216216215,623,AMER
625,118,3.5,624,EMEA
626,105,3.3047619047619046,625,APAC
627,87,3.9770114942528734,626,AMER
628,112,4.3125,627,EMEA
629,111,4.153153153153153,628,APAC
630,145,3.8551724137931034,629,AMER
631,134,3.5597014925373136,630,EMEA
632,96,3.6145833333333335,631,APAC
633,142,3.640845070422535,632,AMER
634,99,4.171717171717172,633,EMEA
635,118,3.9237288135593222,634,APAC
636,117,4.3247863247863245,635,AMER
637,103,3.621359223300971,636,EMEA
638,113,3.8230088495575223,637,APAC
639,106,3.8207547169811322,638,AMER
640,104,3.9615384615384617,639,EMEA
641,109,3.5871559633027523,640,APAC
642,124,3.629032258064516,641,AMER
643,121,3.5041322314049586,642,EMEA
644,106,3.688679245283019,643,APAC
645,108,3.6481481481481484,644,AMER
646,124,3.7338709677419355,645,EMEA
647,122,3.5737704918032787,646,APAC
648,130,3.3384615384615386,647,AMER
649,50,3.96,648,EMEA
650,101,4.346534653465347,649,APAC
651,54,3.9074074074074074,650,AMER
652,122,3.6147540983606556,651,EMEA
653,123,3.268292682926829,652,APAC
654,84,4.5,653,AMER
655,118,3.6016949152542375,654,EMEA
656,131,3.9618320610687023,655,APAC
657,144,3.5208333333333335,656,AMER
658,94,3.904255319148936,657,EMEA
659,145,3.5310344827586206,658,APAC
660,132,4.053030303030303,659,AMER
661,106,4.377358490566038,660,EMEA
662,115,4.008695652173913,661,APAC
663,150,3.566666666666667,662,AMER
664,101,3.762376237623762,663,EMEA
665,95,3.8,664,APAC
666,61,3.360655737704918,665,AMER
667,90,3.1777777777777776,666,EMEA
668,97,3.8556701030927836,667,APAC
669,140,3.2928571428571427,668,AMER
670,114,3.754385964912281,669,EMEA
671,109,3.8623853211009176,670,APAC
672,144,3.6041666666666665,671,AMER
673,121,3.0082644628099175,672,EMEA
674,109,4.009174311926605,673,APAC
675,108,4.203703703703703,674,AMER
676,131,4.076335877862595,675,EMEA
677,113,3.5398230088495577,676,APAC
678,107,3.05607476635514,677,AMER
679,105,3.980952380952381,678,EMEA
680,105,3.5904761904761906,679,APAC
681,106,3.7830188679245285,680,AMER
682,105,3.5714285714285716,681,EMEA
683,144,3.5347222222222223,682,APAC
684,128,3.953125,683,AMER
685,118,3.669491525423729,684,EMEA
686,104,4.038461538461538,685,APAC
687,111,4.108108108108108,686,AMER
688,114,4.245614035087719,687,EMEA
689,115,3.4608695652173913,688,APAC
690,132,3.409090909090909,689,AMER
691,79,4.772151898734177,690,EMEA
692,97,4.051546391752577,691,APAC
693,114,4.0964912280701755,692,AMER
694,133,4.2781954887218046,693,EMEA
695,129,3.8372093023255816,694,APAC
696,92,3.8152173913043477,695,AMER
697,148,3.777027027027027,696,EMEA
698,117,3.717948717948718,697,APAC
699,106,3.4339622641509435,698,AMER
700,88,4.034090909090909,699,EMEA
701,138,3.963768115942029,700,APAC
702,53,3.509433962264151,701,AMER
703,123,3.934959349593496,702,EMEA
704,83,3.6626506024096384,703,APAC
705,84,4.0,704,AMER
706,135,3.637037037037037,705,EMEA
707,95,3.5157894736842104,706,APAC
708,90,3.411111111111111,707,AMER
709,114,3.763157894736842,708,EMEA
710,128,3.2734375,709,APAC
711,114,3.692982456140351,710,AMER
712,149,4.630872483221476,711,EMEA
713,96,3.6666666666666665,712,APAC
714,106,3.009433962264151,713,AMER
715,142,3.5422535211267605,714,EMEA
716,102,4.303921568627451,715,APAC
717,136,3.801470588235294,716,AMER
718,97,4.020618556701031,717,EMEA
719,106,3.5,718,APAC
720,97,3.8762886597938144,719,AMER
721,76,3.526315789473684,720,EMEA
722,89,3.764044943820225,721,APAC
723,98,3.5306122448979593,722,AMER
724,106,3.9245283018867925,723,EMEA
725,178,3.842696629213483,724,APAC
726,148,3.581081081081081,725,AMER
727,107,3.6448598130841123,726,EMEA
728,152,3.013157894736842,727,APAC
729,78,3.3846153846153846,728,AMER
730,108,3.175925925925926,729,EMEA
731,111,3.5315315315315314,730,APAC
732,143,3.769230769230769,731,AMER
733,80,3.25,732,EMEA
734,95,4.336842105263158,733,APAC
735,133,3.9323308270676693,734,AMER
736,160,3.96875,735,EMEA
737,100,3.66,736,APAC
738,112,3.7232142857142856,737,AMER
739,134,4.380597014925373,738,EMEA
740,101,3.594059405940594,739,APAC
741,76,3.8552631578947367,740,AMER
742,125,4.32,741,EMEA
743,106,3.9622641509433962,742,APAC
744,108,3.6203703703703702,743,AMER
745,139,3.6043165467625897,744,EMEA
746,104,4.0576923076923075,745,APAC
747,86,3.802325581395349,746,AMER
748,121,4.206611570247934,747,EMEA
749,105,3.533333333333333,748,APAC
750,124,3.7016129032258065,749,AMER
751,113,3.230088495575221,750,EMEA
752,133,3.526315789473684,751,APAC
753,97,3.2061855670103094,752,AMER
754,106,3.858490566037736,753,EMEA
755,121,3.6942148760330578,754,APAC
756,119,3.689075630252101,755,AMER
757,106,3.4245283018867925,756,EMEA
758,110,4.036363636363636,757,APAC
